id,genus,species
bennitt2019,Connochaetes,taurinus
bennitt2019,Damaliscus,lunatus lunatus
leech2017,Puma,concolor
maputla2015,Panthera,leo
simon2019,Bison,bison
sato2009,Procellaria,aequinoctialis
sato2009,Phoebetria,fusca
sato2009,Thalassarche,melanophrys
sato2009,Diomedea,exulans
vanbeest2013a,Odocoileus,virginianus
cheraghi2019,Panthera,pardus saxicolor
wakefield2017,Rissa,tridactyla
wakefield2017,Uria,aalge
wakefield2017,Alca,torda
habib2021,Canis,lupus pallipes
traill2016,Panthera,leo
gryba2019,Erignathus,barbatus
sulikowski2023,Sphyrna,lewini
guida2017,Cephaloscyllium,laticeps
guida2017,Sphyrna,zygaena
guida2017,Galeorhinus,galeus
guida2017,Carcharhinus,obscurus
guida2017,Trygonorrhina,dumerilii
guida2017,Heterodontus,portusjacksoni
phillips2018,Ardenna,grisea
garde2022,Rissa,tridactyla
garde2022,Phaethon,rubricauda
byrne2014b,Meleagris,gallopavo intermedia
trigueroocana2020,Sus,scrofa
trigueroocana2020,Bos,taurus
suryan2010,Phoebastria,nigripes
suryan2010,Phoebastria,immutabilis
roshier2021a,Felis,catus
luo2015,Tetrapturus,albidus
luo2015,Istiophorus,platypterus
ware2015,Ursus,arctos horribilis
wilson2021,Acinonyx,jubatus
wilson2021,Meles,meles
wilson2021,Martes,martes
wilson2021,Papio,anubis
wilson2021,Phascolarctos,cinereus
wilson2021,Trichosurus,cunninghami
wilson2021,Oryx,leucoryx
wilson2021,Cervus,elaphus
wilson2021,Sus,scrofa
wilson2021,Canis,lupus domesticus
jensen2012a,Salmo,truta
barreto2022,Bos,tarus
weimerskirch2020,Diomedea,amsterdamensis
avgar2015,Canis,lupus
vali2018,Clanga,clanga x pomarina
broell2015,Acipenser,brevirostrum
woodroffe2017,Bos,taurus
sullivan2018,Anas,penelope
wildermann2020,Lepidochelys,kempii
wildermann2020,Caretta,caretta
vanderhoop2017,Chrysemys,picta marginat
harding2022,Prionace,glauca
thorne2016,Phoebastria,nigripes
byrne2017,Cathartes,aura
robinson2020b,Lepidochelys,kempii
robinson2020b,Chelonia,mydas
fontes2022,Mobula,tarapacana
fontes2022,Prionace,glauca
fontes2022,Rhincodon,typus
baylis2019,Spheniscus,magellanicus
baylis2019,Eudyptes,chrysocome
baylis2019,Arctocephalus,australis
baylis2019,Otaria,flavescens
berry2023,Tragelaphus,strepsiceros
berry2023,Tragelaphus,oryx
halsey2009a,Aquila,rapax
halsey2009a,Gyps,fulvus
sittler2015,Cervus,elaphus
chambault2021,Lepidochelys,kempii
conn2014,Erignathus,barbatus
conn2014,Histriophoca,fasciata
austin2021,Sula,leucogaster
sakamoto2021,Chelonia,mydas agassizii
carpenterkling2020,Thalassarche,chrysostoma
carpenterkling2020,Phoebetria,fusca
carpenterkling2020,Phoebetria,palpebrata
albert2021,Uria,aalge
albert2021,Somateria,mollissima
albert2021,Alle,alle
albert2021,Fulmarus,glacialis
auge2022,Chrysemys,picta
pricerees2011,Tiliqua,scincoides intermedia
johnson2008c,Callorhinus,ursinus
witt2010,Dermochelys,coriacea
tablado2016,Ovis,gmelini musimon
benson2015b,Canis,lupus lycaon
bett2022,Oncorhynchus,gorbuscha
bett2022,Oncorhynchus,tshawytscha
bett2022,Oncorhynchus,keta
bett2022,Oncorhynchus,mykiss
fort2013,Uria,aalge
gagne2016,Canis,lupis
gagne2016,Rangifer,tarandus caribou
gaidet2010,Anas,crecca
gaidet2010,Anas,penelope
gaidet2010,Anas,falcata
gaidet2010,Anas,strepera
gaidet2010,Anas,querquedula
gaidet2010,Anas,phatyrhynchos
gaidet2010,Anas,acuta
gaidet2010,Anas,clypeata
gaidet2010,Anas,poecilorhyncha
gaidet2010,Anser,indicus
gaidet2010,Anser,cygnoides
gaidet2010,Cygnus,cygnus
gaidet2010,Dendrocygna,bicolor
gaidet2010,Dendrocygna,viduata
gaidet2010,Sarkidrionis,melanotos
gaidet2010,Tadorna,tadorna
gaidet2010,Tadorna,ferruginea
gaidet2010,Plectropterus,gambensis
vardanis2016,Pandion,haliaetus
gredzens2014,Chelonia,mydas
fuller2019,Pygoscelis,papua ellsworthi
fuller2019,Eudyptes,chrysolophus
fuller2019,Eudyptes,chrysocome
ossi2022,Equus,ferus caballus
mattisson2010,Gulo,gulo
mcclellan2009,Lepidochelys,kempii
nussbaumer2023a,Halcyon,senegalensis
cappelle2014,Anas,poecilorhyncha
cappelle2014,Sibirionetta,formosa
cappelle2014,Anas,crecca
cappelle2014,Mareca,penelope
cappelle2014,Mareca,falcata
cappelle2014,Spatula,querquedula
cappelle2014,Anas,acuta
